,en,yb,yb_b,word_type,word_type_label
6016,striped field mouse,kuke,kekɛ,0,noun
6018,stroke,lekɔŋte - ŋ́kɔŋtē,kɔŋtɛ́,1,verb
6020,stroll,lileeli," lelɛɛne - údɛɛnē, lɛɛnɛ̄ (ńdeelī, leetā)",1,verb
6022,strongly (much),ta’,tɛ’,5,adverb
6024,stubble,epíŋ,,0,noun
6025,stubborn,athu tiju’,athʉ̄ɔ̄tejʉ̄’,0,noun
6027,stuff,lifāt," lefɛ̄t - éfɛ́t, fɛ́tɛ́ (ńfat, falá)",1,verb
6029,stumble,lekwaate," likwaati - ŋ́kwaátē, kwaatɛ̄ (ŋ́kwaatī, kwaatā)",1,verb
6030,stun (amazing),lekaate - ŋ́kaatē,kaatɛ̄,1,verb
6031,stun (surprise),lekʉ’ne," likʉ ’li - ŋ́kʉ’nē, kʉ’nɛ̄ (ŋ́kʉ’lī, kʉ’lā)",1,verb
6032,stupid (idiot),ageghu,agughu,0,noun
6034,stutter,lelɔpne - ńdɔ́pné,lɔ́pnɛ́,1,verb
6037,subtraction,afogu,afoko,0,noun
6039,successor,njhuŋgyā,,0,noun
6040,suck,lejhʉ̄ - újhú,jhúɛ́,1,verb
6046,suckle,lenɔ̄ŋ," linɔ̄ŋ - ńnɔ́ŋ, nɔ́ŋɔ́",1,verb
6047,suffering,ŋgǝ̄’,ŋgʉɔ̄’,0,noun
6049,suffice,leku’," liku’ - ŋ́ku’, ku’ɔ̄",1,verb
6050,sugar,lǝǝ́lǝǝ́,shúka,0,noun
6052,sugar cane (sugar cane),ŋku’,,0,noun
6053,suitcase,akʉep,akʉp,0,noun
6055,sun,no,nu,0,noun
6057,sunrise,esá’nu,nsa’no,0,noun
6059,superfluous,mbákné,,0,noun
6060,supervise (accompanied),litsagli," letsakne - ńtsaknē, tsaknɛ̄ (ńtsaglī, tsaglā)",1,verb
6062,support,letɔɔte - útɔ́ɔ́té,tɔ́ɔ́tɛ́,1,verb
6065,sure (sure),lecʉʉte," licʉʉti - [0/6] ńcʉʉtē, cʉʉtɛ̄ (ńcʉʉtī, cʉʉtā)",1,verb
6066,surprise,lekʉ’ne," likʉ ’li - ŋ́kʉ’nē, kʉ’nɛ̄ (ŋ́kʉ’lī, kʉ’lā)",1,verb
6072,surprisingly,lemaŋ,limaŋ,0,noun
6073,surround (cover),lekapte," likapti - ŋ́kápté, káptɛ́ (ŋ́káptí, káptá)",1,verb
6077,suspend,lekyɛlɛ," likyɛt - ŋ́kyɛlɛ̄, kyɛlɛ̄ (ŋ́kyɛt, kyɛlā)",1,verb
6079,swallow,limɛ," lemi - ḿmi, miī (ḿmɛ, mɛɛ̄)",1,verb
6084,swear,leka," lika - ŋ́ka, kaa",1,verb
6085,sweat,azi’ne,azi’li,0,noun
6087,sweep,lejɔk," lizek - ńjɔk, jɔkɔ̄ (ńzek, zegǝ́)",1,verb
6089,sweet,apwɛli,apwɛnɛ́,2,adjective
6091,sweet banana),lijuŋ," lezo - ńzo, juɔ̄ (ńjuŋ, juŋō)",1,verb
6092,sweet potato,mantɔŋɔ́,mentɔŋɔ́,0,noun
6096,swell,lefāŋ,lifāŋ,2,adjective
6098,swell like abscess,leku," likū - ŋ́kú, kúú",1,verb
6099,swine (pig),kuna,,0,noun
6100,swine (pork),kuna,,0,noun
6101,swing,lenʉ’ne," linʉ ’li - ńnʉ’nē, nʉ’nɛ̄ (ńnʉ’lī, nʉ’lā)",1,verb
6104,symbolic stick,lithú,lethú,0,noun
6106,sympathize,letsā," litsā - ńtsá, tsáá",1,verb
6107,syringe,leswá’,liswá’,0,noun
6108,system (regime),ntsho,ntswhɛ,0,noun
6110,system memory (ram),akekɔ,akuko / aŋko,0,noun
6112,table,táblɛ,tɛ́blɛ,0,noun
6114,Tagliamento (river),ndu,,0,noun
6115,tail,asáŋ,asáŋá,0,noun
6117,tailor,tééla,tɛ́la,0,noun
6119,take,lelɔk," lilɔk - ńdɔk, lɔkɔ (ńdɔk, lɔgɔ̄)",1,verb
6124,take (give),leyā," liyā - ŋ́gyá, yáá",1,verb
6125,take (hold),leku’te," liku’li - ŋ́kú’té, kú’tɛ́ (ŋ́kú ’t í, kú’tá)",1,verb
6126,take (take),likwī," letswī - útswí, tswí (ŋ́kwí, kwíí)",1,verb
6134,take (to win),lejhʉ̄ - újhú,jhúɛ́,1,verb
6135,take a deviation,leteŋɛ - úteŋē,teŋɛ̄,1,verb
6136,take a little weight,lemokte," limokti - ḿmoktē, moktɛ̄ (ḿmoktī, moktā)",1,verb
6137,take over,lezīp - ńzíp,zípɛ́,1,verb
6138,take somebody (especially employment is in the imperative),liko," lekɔ - ŋ́kɔ, kɔ (ŋ́ko, ko)",1,verb
6140,take steps to reconcile both parties,leziŋ ekém," liziŋ ekém - ńziŋ ekēm, ziŋ ekém (ńziŋ ekém, ziŋ ekém)",1,verb
6141,take the news of somebody,lefuŋte - éfúŋté,fúŋtɛ́,1,verb
6142,taken (ordering),lilo," lelɔ̄ - ńdɔ́, lɔ́ɔ́ (ńdó, lóó)",1,verb
6146,talk,lisōŋ," leshūŋ - éshúŋ, shúŋɔ́ (ńsóŋ, sóŋó)",1,verb
6149,tamp,leneŋ," lineŋ - ńneŋ, neŋɛ̄ (ńneŋ, neŋē)",1,verb
6150,tamper,lenɔ’te - ńnɔ’te,nɔ’tɛ,1,verb
6151,tangle,levɛne - ḿvɛnē,vɛnɛ̄,1,verb
6152,tangy (sour),acɔkɔ́,akée,2,adjective
6154,taper,letaŋte," litaŋti - útaŋtē, taŋtɛ̄ (ńtaŋtī, taŋtā)",1,verb
6155,tapioca borrowed pidgin: garri,ŋgalɛ́,ŋgalí,0,noun
6157,tar,lechʉ," lichʉ - ńchʉ, chʉɛ̄ (ńchʉ, chʉē)",1,verb
6158,tarantula,fo’,fu’,0,noun
6160,tared,ŋkeŋke,ŋkuŋkue,0,noun
6162,target (be),legɔ̄ / lewɔ̄," lipɔ̄ - ŋ́gɔ́, gɔ́ɔ́ (ḿbɔ̄, pɔ̄ɔ̄)",1,verb
6164,target (to have),liwe," lewɛ - ŋ́gwɛ, wiɛ̄ (ŋ́gwe, weē)",1,verb
6166,taro,apā,,0,noun
6167,taro tuber,aku’í,aku’ú,0,noun
6169,task (right),adv. ndeŋ ndeŋ,,2,adjective
6170,taste,azík,aziké,0,noun
6173,tattoo,máak,,0,noun
6174,tea,tii,,0,noun
6176,tea (tea),tii,,0,noun
6177,teach,lezi’ne," lizi’li - ńzí’né, zí’nɛ́ (ńzí’lí, zí’lá)",1,verb
6178,teacher,nzi’la,nzi’nɛ,0,noun
6180,teaching,azi’ne,,0,noun
6181,tear,letsɔ’te," litsɔ’ti - ńtsɔ́’té, tsɔ́tɛ́ (ńtsɔ́’tí, tsɔ́’tá)",1,verb
6182,tear in disarray,lejhu," lijhu - újhu, jhuɔ̄ (ńjhu, jhuō)",1,verb
6183,tear off guard,lesa’," lisa’ - ésa’, sa’ā (ńsa’, sa’ā)",1,verb
6184,tease,lefa’te," lifa’ti - éfa’tē, fa’tɛ̄ ( ńfa ’t ī, fa ’tā) ",1,verb
6188,tease (bother),legeene," ligueli - ŋ́geénē, geenɛ̄ (ŋ́guelī, guelā)",1,verb
6192,teat (button),mba’a,amba’a,0,noun
6194,tell,lipeeti," lepɛɛte - ḿbɛ́ɛ́té, pɛ́ɛ́tɛ́ (ḿbéétí, péétá)",1,verb
6196,temptation,tááté,,0,noun
6197,ten,legēm,ligēm,2,adjective
6198,tender,leseŋte," liseŋti - éseŋtē, seŋtɛ̄ (ńseŋtī, seŋtā)",1,verb
6199,terminate (end),lemak," limak - ḿmak, makā (ḿmak, magā)",1,verb
6200,termination,lezokó,lizwegé,0,noun
6202,termitary,afeŋ,,0,noun
6203,termite,aliŋ,ayíŋ,0,noun
6205,Termites (Termite),aliŋ,ayíŋ,0,noun
6207,terrorist,nzɔŋ,,0,noun
6208,test,lekʉ’te - ŋ́kʉ’tē,kʉ’tɛ̄,1,verb
6211,test (examination),akʉ’te,akʉ ’ti,0,noun
6213,test (test),akʉ’te,akʉ ’ti,0,noun
6214,testicle,lepáŋńzeŋ,lipáŋnzeŋ,0,noun
6216,testicle (ball),akwɛte,,0,noun
6220,testicle (crazy),apia,,0,noun
6221,testicle (nuts),atá,,0,noun
6222,testicle (testis),lepáŋńzeŋ,lipáŋnzeŋ,0,noun
6224,testicles,nzeŋ,,0,noun
6225,testicular hernia,amɔ,,0,noun
6226,têtutesse,esek,,0,noun
6227,thank,lisagli," lesyakne - ésyákné, syáknɛ́ (ńságlí, ságlá)",1,verb
6230,thanks,asagli,asyakne,0,noun
6232,that door bell at the ankle for dancing,nzyɛŋka’,,0,noun
6233,the bottom,lekɔŋte - ŋ́kɔ́ŋté,kɔ́ŋtɛ́,1,verb
6234,the ceremony to twins,lefok esī - éfók ésī,fók ési,1,verb
6235,the day today,alia,ayá’a,0,noun
6237,the mourning,eloŋ ligwhʉ,aluŋɔ-lēwhú,0,noun
6239,then,lɔ,,6,conjonction
6240,then (then),lɔ,,6,conjonction
6241,therapeutic (drug),afho,afhu,0,noun
6243,there,ege / egʉ,éhi / éhi’ē,3,pronoun
6245,therefore,lɔ,,6,conjonction
6246,thickness,ŋguŋɔ,ŋguŋte,0,noun
6248,thief,ntsɔ́ŋ,,0,noun
6249,thin,kékʉ́ɔ́k,kʉ̄kék,0,noun
6251,thing,ajúŋ,azō,0,noun
6253,think,lefhʉte," lifhʉti - éfhʉte, fhʉtɛ̄ (ńfhʉtī, fhʉtā)",1,verb
6259,third parties (countries),alā’,,0,noun
6260,Thomas Kyd (child),mó,mɔ́,0,noun
6262,thought,afhʉte,afhʉti,0,noun
6263,thoughtlessness,afemte,,0,noun
6264,thread,ŋkhu,,0,noun
6265,threadworm,ŋge,ŋgɛ,0,noun
6267,threaten,lipibli," lepimne - ḿbimnē, pimnɛ̄ (ḿbíblí, píblá)",1,verb
6269,three,métɛ́t,,2,adjective
6270,threshold of the house,akɔ’ɔŋ̄gyá,,0,noun
6271,throat,ami,ammɛ,0,noun
6273,through bed,mo ekúó,mɔkó,0,noun
6275,throw,lewā’," liwā’ - ŋ́gwá’, wá’á",1,verb
6276,thug,kukhu,,0,noun
6279,thunder,lefaŋ,lifaŋ,0,noun
6280,tibia,efé,efʉ́é,0,noun
6282,tickle,leŋaŋne," liŋaŋli - ŋ́ŋaŋnē, ŋaŋnɛ̄ (ŋ́ŋaŋlī, ŋaŋlā)",1,verb
6285,tie,lecuŋ," litsōŋ - ńcúŋ, cúŋɔ́ (ńtsóŋ, tsóŋó)",1,verb
6287,tie a knot,lecuŋ," litsōŋ - ńcúŋ, cúŋɔ́ (ńtsóŋ, tsóŋó)",1,verb
6289,tight,afyɛlíi,aswɛnɛ́,2,adjective
6291,tighten,lesem," lisem - ésem, semɛ̄ (ńsem, semā)",1,verb
6292,tilt,leteŋɛ - útéŋɛ́,téŋɛ́,1,verb
6293,timberland (wood),ŋkwīŋ,ntswīŋ,0,noun
6295,time,legʉɔ,,0,noun
6303,time (time),afʉ’,,0,noun
6313,tine (tooth),lesɔŋ,lisɔŋ,0,noun
6314,tint,lesɛt," lisɛt - ésɛt, sɛtɛ̄ (ńsɛt, sɛlā)",1,verb
6315,tip,leka’ne," lika’li - ŋ́ká’né, ká’nɛ́ (ŋ́ká’lí, ká’lá)",1,verb
6316,to,a,,4,preposition
6318,to (a),a,,4,preposition
6319,to (ask),linɔgɔ," lenɔŋ - ńnɔŋ, nɔŋɔ̄ (ńnɔgɔ̄, nɔgɔ̄)",1,verb
6323,to (be),legɔ̄ / lewɔ̄," lipɔ̄ - ŋ́gɔ́, gɔ́ɔ́ (ḿbɔ̄, pɔ̄ɔ̄)",1,verb
6327,to (choose),lekaŋ," likaŋ - ŋ́kaŋ, kaŋā",1,verb
6328,to (in),a,,4,preposition
6331,to (turn),lepekne," lipwagli - ḿbeknē, peknɛ̄ (ḿbwaglī, pwaglā)",1,verb
6334,to (vomit),atek,atekɛ,0,noun
6336,to an overrun,leta’te," lita’ti - útá’té, tá’tɛ́ (ńtá’tí, tá’tá)",1,verb
6337,to appropriate,lelɔk," lilɔk - ńdɔk, lɔkɔ (ńdɔk, lɔgɔ̄)",1,verb
6338,to challenge,letɔŋne," litɔŋli - ńtɔ́ŋné, tɔ́ŋnɛ́ (ńtɔ́ŋlí, tɔ́ŋlá)",1,verb
6339,to devalue,letsap - ńtsap,tsapā,1,verb
6340,to expire,lezhɔ," lizwɛge - ńzhɔ, zhɔɔ̄ (ńzwɛgē, zwɛgē)",1,verb
6342,to lean,lej ɔ’ne," lizǝ’li - újɔ́’né,jɔ́’nɛ́ (ńzǝ́’lí, zǝ́’lá)",1,verb
6344,to love,lekɔŋ- ŋ́kɔŋnē,kɔŋnɛ̄,1,verb
6345,to meet (become),lecʉ̄’," licʉ̄’ - [0/6] ńcú’, cʉ́’ɛ́ (ńcʉ́’, cʉ́’é)",1,verb
6346,to miscarriage,ligwhu sī," lewhʉɛ̄ sī - [1/6] ŋ́gshʉɛ̄ sī, shʉɛ̄ sī (ŋ́gwhʉsī, gwhʉ sī)",1,verb
6348,to persist,leŋīŋ," liŋyīŋ - ŋ́ŋíŋ, ŋíŋɛ́ (ŋ́ŋyíŋ, ŋyíŋá)",1,verb
6352,to prepare the ground,lefʉ’te," lifʉ’ti - éfʉ’tē, fʉ’tɛ̄ ( ńfʉ’tī, fʉ’lā) ",1,verb
6353,to resign,letsāk," litsāk - ńtsák, tsáká (ńtsák, tságá)",1,verb
6354,to return,lepiŋne - ḿbiŋnē,piŋnɛ̄,1,verb
6355,to settle,lelɛɛne - údɛ́ɛ́né,lɛ́ɛ́nɛ́,1,verb
6356,to shelve,letseŋte," litseŋti - ńtséŋté, tséŋtɛ́ (ńtséŋtí, tséŋtá)",1,verb
6357,to sign,lime’," lemɛ’ - ḿmɛ’, mɛ’ (ḿme’, me’ɛ̄)",1,verb
6359,to slightly,letshɛ," litshɛ - ńtshɛ́, tshɛ́ɛ (ńtshɛ, tshɛɛ̄)",1,verb
6360,to the extent that,tɛ,,5,adverb
6361,to the holding of dance,litsweŋ," letswiŋ - ńtswiŋ, tswiŋɛ̄ (ńtsweŋ, tswiŋ́ē)",1,verb
6363,to viscous,linagli," lenakne - ńnaknē, naknɛ̄ (ńnaglī, naglā)",1,verb
6365,tobacco,kyá,tíá,0,noun
6367,toddler (child),mó,mɔ́,0,noun
6369,toe,thuɔ khu,,0,noun
6370,toenail,ŋkubǝ́ akhu,ŋkúpɔkhu,0,noun
6372,together,lezeŋne," lizeŋli - ńzéŋné, zéŋnɛ́ (ńzéŋlí, zéŋlá)",1,verb
6373,together somehow,liphuti," lephuute - ḿbhúúté, phúútɛ́ (ḿbhútí, phútá)",1,verb
6375,toilet,akwat,akwɛt,0,noun
6377,tolerable (good),lipwɛlli," lepwɛnne - ḿbwɛ́nné, pwɛ́nnɛ́ (ḿbwɛ́llí, pwɛ́llá)",1,verb
6379,tom-tom,ndʉ’,,0,noun
6381,tomb,lesi,,0,noun
6382,tomorrow,ezó,ezɔ́,5,adverb
6384,tone (key),ki,,0,noun
6385,tooth,lesɔŋ,lisɔŋ,0,noun
6386,tooth decay,ŋgɛ̄,,0,noun
6387,toothbrush,asok mesɔŋ,asokomesɔŋ,0,noun
6389,top,ndo,nduo,0,noun
6398,top (bottom),atseŋ,,0,noun
6399,top (upper),míá mīā,míɛ́mīɛ́,2,adjective
6403,torch,ake’ɛ,akɛ’ɛ,0,noun
6405,torch (flute),ndendɔŋ,ndindɔŋ,0,noun
6407,torment,legʉɛ̄t," ligʉ̄t - ŋ́gʉɛ́t, gʉɛ́tɛ́ (ŋ́gʉ̄t, gúlá)",1,verb
6409,tornado,afém,afēm,0,noun
6410,torrent,atsyɛt,,0,noun
6411,torso (body),mbe,mbǝ,0,noun
6414,tortuous,ŋŋɛ́tŋŋɛ́t,ŋɛtíi,0,noun
6416,totem,apī,,0,noun
6417,touch,lepfeŋ," lipfeŋ - ḿpfeŋ, pfēŋɛ́ (ḿpfaŋ, pfaŋē)",1,verb
6418,tousled,lifɛtti," lepfɛtte - ḿpfɛ́tté, pfɛ́ttɛ́ (ńfɛ́ttí, fɛ́ttá)",1,verb
6420,towel,táwɛlɛ,tɛ́wɛlɛ,0,noun
6422,track,alée-nzhɛ,aliɛ́nzhɛ,0,noun
6424,track so hot,mbaŋa ntwɛ̄t,,0,noun
6427,traditional association,ku’ŋgaŋ,,0,noun
6428,traditional association of age,manzɔŋ,mɛnzɔŋ,0,noun
6430,traditional association serving on the leadership,aka,,0,noun
6431,traditional black hairstyle,ŋkak,,0,noun
6432,traditional dance,akana,akɛna,0,noun
6434,traditional flute,afwɛt,,0,noun
6435,traditional framework of conical roof,legɔ,ligue,0,noun
6437,Traditional mourning scarf,ndɔp,,0,noun
6438,traditional police,etsō’,etswe’,0,noun
6440,traditional powder on the skulls in ceremonies,afhoɔsī,fɔfhu / afhusi,0,noun
6442,traditional ritual of justification,ŋghu,,0,noun
6443,train,masiŋ,mesíŋ,0,noun
6445,traitor,ŋganzwe’,njhʉ mezo’,0,noun
6447,trample on,leneŋte," lineŋti - ńneŋtē, neŋtɛ̄ (ńneŋtī, neŋtā)",1,verb
6448,transform,lisɛɛli," lesɛnne - ésɛnnē, sɛnnɛ̄ (ńsɛɛlī, sɛɛlā)",1,verb
6450,transplant sthg fragile,letshɛ," litshɛ - ńtshɛ́, tshɛ́ɛ (ńtshɛ, tshɛɛ̄)",1,verb
6451,transport,letswī’," litswī’ - ńtswí’, tswí’ɛ́ (ńtswí’, tswí’á)",1,verb
6452,trap,lekhu,likhu,0,noun
6457,travaillolique (a),a,,4,preposition
6458,travel,leziŋ,,0,noun
6459,travel (Wed),amaane,amaali,0,noun
6462,tray (container),ŋgweŋ,,0,noun
6463,tread lightly,lisǝ̄’," leshɔ̄’ - éshɔ́’, shɔ́’ɔ́ (ńsǝ́’, sǝ́’ǝ́)",1,verb
6465,treat,lipāt," lepɛ̄t - ḿbɛ́t, pɛ́tɛ́ (ḿbát, pálá)",1,verb
6467,treat with contempt,lenyakte - ŋ́yákté,nyátɛ́,1,verb
6468,treatment (salary),ntsɔ’ɔ́,ntsɔ’ɔ́fa’,0,noun
6470,treatment by scarification,séŋné,,0,noun
6471,tree,athʉ́,,0,noun
6472,tree species,leka’,,0,noun
6473,tree to make the balafon,ajuŋ,,0,noun
6474,tremble,levɛt," livɛt - ḿvɛt, vɛtɛ̄ (ḿvɛt, vɛlā)",1,verb
6475,tremendously (much),ta’,tɛ’,5,adverb
6477,trigger,lekok," likok - úkok, kokō (ŋ́kok, kogō)",1,verb
6478,trigger (bereavement,lezo’," lizwe’ - ńzo’, zo’ō (ńzwe’, zwe’ɛ̄)",1,verb
6480,trinity (father),mɔ’ɔ́,,0,noun
6481,tripping,lisǝ̄’," leshɔ̄k - éshɔ́k, shɔ́kɔ́ (ńsǝ́’, sǝ́’ǝ́)",1,verb
6483,triturate,legōk," ligɔ̄k - ŋ́gók, gókó (ŋ́gɔ̄k, gɔ́gɔ́)",1,verb
6485,trouble (water),letɔ̄p," litɔ̄p - ńtɔ́p, tɔ́pɔ́ (ńtɔ́p, tɔ́blá)",1,verb
6486,TRUE,kwa’,,2,adjective
6489,trumpet,ntaŋ,ntaŋ / antan,0,noun
6491,trunk,mbe,mbǝ,0,noun
6493,try,lefʉ’ne," lifʉ ’li - éfʉ’nē, fʉ’nɛ̄ ( ńfʉ ’li, fʉ ’lā) ",1,verb
6494,try to make people laugh,letswɛtte," litswiti - ńtswɛttē, tswɛttɛ̄ (ńtswitī, tswitā)",1,verb
6496,Trygve Lie (Lie),mela,,0,noun
6497,trying to catch up,lejuŋte," lizoŋ ti - újuŋtē, juŋtɛ̄ (ńzoŋtī, zoŋtā)",1,verb
6499,tug,leshuŋne - éshuŋnē,shuŋnɛ̄,1,verb
6500,tumble,life," lefɛ̄ - éfɛ́, fíɛ́ (ńfé, féé)",1,verb
6502,tunnel,lisōŋ,lesɔ̄ŋ,0,noun
6504,turf,mvēŋ,,0,noun
6505,Turf (grass),mvēŋ,,0,noun
6508,turn,legʉɔ,,0,noun
6512,turn (to give),leyā," liyā - ŋ́gyá, yáá",1,verb
6513,turn a blind eye,lepiŋte - ḿbíŋté,píŋtɛ́,1,verb
6514,turn around,lisɛɛli," lesɛnne - ésɛnnē, sɛnnɛ̄ (ńsɛɛlī, sɛɛlā)",1,verb
6516,turn on,likwiagli," letswakne - útswákné, tswáknɛ́ (ŋ́kwíáglí, kwíáglá)",1,verb
6519,turn several times,leswaŋte," liswaŋti - éswáŋté, swáŋtɛ́ (ńswáŋtí, swáŋtá)",1,verb
6520,turtle,pfhɔ́áŋkyɔ’ / pfhɔ́áŋkɔ’,pfhɔ̄maŋkɔ’,0,noun
6522,turtle (dove),ŋgap-manzhɛ,ŋgap-menzhɛ,0,noun
6524,turtledove,efia,eswia,0,noun
6526,tweak,lenap etɔŋ - ńnap etɔŋ,nap etɔŋ,1,verb
6527,twig,esyɛte,esyɛti,0,noun
6528,twin,lefāk,lifāk,0,noun
6533,twist,leŋɔ’ɔ," liŋɔ’ɔ - ŋ́ŋɔ́’ɔ́, ŋɔ́’ɔ́",1,verb
6535,twisted,ateŋlíi,ateŋnɛ́,2,adjective
6537,two,mempia,mɛ́ḿpīā,2,adjective
6539,type,lepu’," lipū’ - ḿbú’, pú’ɔ́",1,verb
6540,typhoid,sɛ́hnnɛ̄t,,0,noun
6541,udder,lepe,lipʉ̄ē,0,noun
6543,umbilical cord,ntɔŋ,,0,noun
6544,umbrella,akapte,akapti,0,noun
6545,unable to procreate,letsāp," litsāp - ńtsáp, tsápá (ńtsáp, tsábá)",1,verb
6546,unbalanced,leleŋte," lileŋti - údéŋté, léŋtɛ́ ( ńdéŋtí, léŋtá)",1,verb
6547,unbind,likē’ɛ́," lekɛ̄’ɛ́ - ŋ́kɛ́’ɛ́, kɛ́’ɛ́ (ŋ́ké’ɛ́, ké’ɛ́ɛ́)",1,verb
6549,uncleanliness,afemne,afemli,0,noun
6550,under,a,,4,preposition
6551,underpin,letɔ̄ - ńtɔ́,tɔ́ɔ́,1,verb
6552,understand,leju’," lijū’ - újú’, jú’ɔ́ (ńjú’, jú’ó)",1,verb
6554,underwear (briefs,tsapnzhó,,0,noun
6555,undress,lifyɛt," leswɛt - éswɛt, swɛtɛ̄ (ńfyɛt, fyɛlā)",1,verb
6557,unduly appropriating,lekaŋ," likaŋ - ŋ́kaŋ, kaŋā",1,verb
6558,Unit (piece),akem,,0,noun
6561,unlucky,eshhutepɔŋ,,0,noun
6564,unnecessary,ndém ńdēm,ndíńdēm,11,noun adjective
6566,unpack,likē’ɛ́," lekɛ̄’ɛ́ - ŋ́kɛ́’ɛ́, kɛ́’ɛ́ (ŋ́ké’ɛ́, ké’ɛ́ɛ́)",1,verb
6568,unravel,like’ti," lekɛ’te - ŋ́kɛ́’té, kɛ́t’ɛ́ (ŋ́ké’tí, ké’tá)",1,verb
6570,until,tɛ,,5,adverb
6571,upload (send),liluagli," leyakne - ŋ́gyaknē, yaknɛ̄ (ńduaglī, luaglā)",1,verb
6575,uppercase (capital),ntwɛt,,0,noun
6577,upset,lezāŋ," lizāŋ - ńzáŋ, záŋá",1,verb
6578,upside down (on),a,,4,preposition
6579,upstream of the house,athūɔ̄ŋ́gyā,,0,noun
6580,urinate,litse," letsɛ - ńtsɛ, tsiɛ̄ (ńtse, tseē)",1,verb
6582,urine,ntsentsɛ,ntsintse,0,noun
6584,use mutually,lezeŋne," lizeŋli - ńzéŋné, zéŋnɛ́ (ńzéŋlí, zéŋlá)",1,verb
6585,used to blame somebody,yáa,,8,exclamation
6586,uselessness,mbákné,,0,noun
6587,ustensilee acting as a mortar or pot,ŋgweŋ,,0,noun
6588,usually be messy,lefemne," lifemli - [0/6] éfemnē, femnɛ̄ (ńfemlī, femlā)",1,verb
6589,utensil gourd,agú,,0,noun
6590,utility (profit),ape,apɛ,0,noun
6592,uttering threats,lekak," likak - ŋ́kak, kakā (ŋ́kak, kagā)",1,verb
6594,vaccination,kemlɛ,,0,noun
6595,vacuum tube (lamp),láam,,0,noun
6596,vagina,ndue,nduɔ,0,noun
6598,valet (box),akʉep,akʉp,0,noun
6600,valley,afū’,,0,noun
6601,value,alap,,0,noun
6606,value (glory),lipe,lepɛ,0,noun
6608,vampire,nde,ndǝ,0,noun
6611,variety of aromatic plant,lemntsóp,lemntsɔ́p,0,noun
6613,variety of edible fungus,atwɛ́t,,0,noun
6614,variety of fungus,asaŋgia,saŋgia / acafhɔ́o,0,noun
6616,variety of spice,lélo,líluŋ,0,noun
6618,variety of white yam,aju,,0,noun
6619,vas (Hungary) (container),ŋgweŋ,,0,noun
6620,vegetable pumpkin leaves,ncʉɔ,ntsǝ,0,noun
6622,vegetables,nzap,,0,noun
6623,veil,ayáŋglísi,,0,noun
6624,vein,ŋgaŋ,,0,noun
6625,venom,eseŋ,,0,noun
6626,veranda,apoŋ,apʉ̄ŋ,0,noun
6628,vertical,ntsaŋa ntsaŋa,,2,adjective
6629,very (much),ta’,tɛ’,5,adverb
6631,very early,etso’tsō’,etswe’tswe ’,5,adverb
6633,vessel (container),ŋgweŋ,,0,noun
6635,village,alā’,,0,noun
6636,visit,lewūā - ŋ́gwúá,wúá,1,verb
6639,visit (song),azɔp,,0,noun
6640,visit a sick,lifōŋ," lefʉ̄ŋ - éfúŋ, fúŋɔ́ (ńfóŋ, fóŋó)",1,verb
6642,visit too often,letsa’," litsa’ - ńtsa’, tsa’ā",1,verb
6643,voice,ŋghi,,0,noun
6644,volcano,mmók mbāt,mmókḿbɛ̄t,0,noun
6646,vomit,atek,atekɛ,0,noun
6648,vomiting (hate),liŋyali," leŋyaŋne - ŋ́ŋyaŋnē, ŋyaŋnɛ̄ (ŋ́ŋyaŋlī, ŋyaŋlā)",1,verb
6651,vowel,letseŋ ŋghi,litseŋ ŋghi,0,noun
6652,vulture,kwe,atsipí,0,noun
6654,wake up,lize," leziɛ - ńziɛ, ziɛ̄ (ńze, zeē)",1,verb
6656,walk,leziŋ," liziŋ - ńziŋ, ziŋɛ̄ (ńziŋ, ziŋā)",1,verb
6658,walk carefully,lena’te," lina’ti - ńná’té, ná’tɛ́ (ńná’tí, ná’tá)",1,verb
6659,walking,leziŋ,,0,noun
6660,wallet,ntā’,,0,noun
6661,wallow,likɛli," lekɛne - ŋ́kɛnē, kɛnɛ́ (ŋ́kɛlī, kɛlā)",1,verb
6663,walnut (crazy),apia,,0,noun
6664,walnut (nuts),atá,,0,noun
6665,wand to play the balafon,apū’ńzáŋ,apu’ɔnzáŋ,0,noun
6667,wander,lileeli," lelɛɛne - údɛɛnē, lɛɛnɛ̄ (ńdeelī, leetā)",1,verb
6670,war,ncu,,0,noun
6671,warm,lilimti," leyimte - ŋ́gimté, yimtɛ̄ (ńdimtī, limtā)",1,verb
6673,warm in the ashes,liteeti," letɛɛte - útɛɛtē, tɛɛtɛ̄ (ńteetī, teetā)",1,verb
6675,warn,letswɛɛte - ńtswɛɛte,tswɛɛtɛ̄,1,verb
6676,wart,ntsaŋ,,0,noun
6677,wash,lesok," lisok - ésok, sokō (ńsok, sogō)",1,verb
6678,wasp,mazaŋa zaŋa,lepipi’é,0,noun
6680,waste,ndootí,ndɔɔté,0,noun
6686,waste palm nuts contain some oil after settling,akekáŋ,,0,noun
6687,wasting (thinness),aŋaŋá,aŋaŋŋ,2,adjective
6689,watch,leleŋte," lileŋti - ńdeŋte, leŋtɛ̄ (ńdeŋtī, leŋtā)",1,verb
6695,water,lefā," lifā - éfá, fáá (ńfá, fáá)",1,verb
6702,water source,asa’āntshi,sa’si ntshɛ,0,noun
6704,waterfall,lipē,lepɛ̄,0,noun
